name,category,type,explicit,count
e.g.o_(project_moon),other,meta,false,4795
mitsudomoe_(shape),text,meta,false,4777
evolutionary_line,identity,meta,false,4775
pokephilia,style,meta,true,4771
string_of_fate,style,meta,false,4736
glitch,style,meta,false,4696
hagoromo,other,meta,false,4660
left-handed,identity,meta,false,4572
anime_coloring,style,meta,false,4564
numbered,text,meta,false,4559
1koma,format,meta,false,4510
alternate_form,style,meta,false,4467
instant_loss,style,meta,false,4407
object_namesake,identity,meta,false,4356
profanity,text,meta,false,4326
magazine_cover,format,meta,false,4235
laevatein_(touhou),other,meta,false,4188
public_nudity,other,meta,true,4173
framed,format,meta,false,4130
watson_cross,other,meta,false,4125
tally,text,meta,false,4120
what,text,meta,false,3996
2020,other,meta,false,3851
kurokote,other,meta,false,3841
character_print,style,meta,false,3787
untied,style,meta,false,3688
rei_no_himo,other,meta,false,3682
blur_censor,censor,meta,false,3626
emoji,text,meta,false,3626
enpera,other,meta,false,3598
roman_numeral,text,meta,false,3582
user_interface,format,meta,false,3540
typo,text,meta,false,3494
no_eyewear,style,meta,false,3487
cheating_(relationship),other,meta,false,3460
instagram_username,credit,meta,false,3452
tacet_mark_(wuthering_waves),other,meta,false,3451
world_war_ii,other,meta,false,3429
real_life_insert,style,meta,false,3425
spoken_character,text,meta,false,3417
hadanugi_dousa,other,meta,false,3377
no_lineart,style,meta,false,3376
creator_connection,identity,meta,false,3371
quarter_note,text,meta,false,3303
utaite,identity,meta,false,3301
fanbox_username,credit,meta,false,3280
russian_text,text,meta,false,3260
cover_image,format,meta,false,3252
year_of_the_rabbit,other,meta,false,3245
2019,other,meta,false,3233
steam_censor,censor,meta,false,3227
year_of_the_tiger,other,meta,false,3190
fake_phone_screenshot,style,meta,false,3172
look-alike,identity,meta,false,3152
deviantart_username,credit,meta,false,3133
yugake,other,meta,false,3123
team_rocket,identity,meta,false,3089
fourth_wall,other,meta,false,3072
cameo,style,meta,false,3032
blue_collar,identity,meta,false,3021
2018,other,meta,false,3008
text-only_page,format,meta,false,2994
product_placement,style,meta,false,2970
title,text,meta,false,2953
convenient_arm,censor,meta,false,2897
nengajou,format,meta,false,2895
pocky_day,other,meta,false,2886
censored_identity,censor,meta,false,2853
year_of_the_ox,other,meta,false,2841
starter_pokemon_trio,identity,meta,false,2838
age_progression,style,meta,false,2832
redesign,style,meta,false,2790
when_you_see_it,other,meta,false,2777
2016,other,meta,false,2776
pixiv_id,credit,meta,false,2759
health_bar,format,meta,false,2747
x,text,meta,false,2717
2017,other,meta,false,2710
blank_censor,censor,meta,false,2702
sidepec,other,meta,false,2692
2015,other,meta,false,2649
timestamp,text,meta,false,2642
extra,other,meta,false,2626
failure,other,meta,false,2609
red_cross,text,meta,false,2556
overgrown,style,meta,false,2525
countdown,text,meta,false,2515
variations,other,meta,false,2508
pixiv_username,credit,meta,false,2497
triforce,text,meta,false,2423
instagram_logo,credit,meta,false,2399
you're_doing_it_wrong,other,meta,false,2383
circle_name,credit,meta,false,2373
nike_(company),identity,meta,false,2372
2025,other,meta,false,2360
art_program_in_frame,other,meta,false,2343
hammer_and_sickle,text,meta,false,2343
jack-o'_challenge,style,meta,false,2338
simplified_chinese_text,text,meta,false,2304
circle_cut,format,meta,false,2303
year_of_the_dragon,other,meta,false,2251
spoken_object,text,meta,false,2244
youkai_(youkai_watch),identity,meta,false,2240
venus_symbol,text,meta,false,2235
tail_censor,censor,meta,false,2227
bad_proportions,other,meta,false,2223
c:,text,meta,false,2222
ho-kago_tea_time,identity,meta,false,2214
multiple_drawing_challenge,other,meta,false,2193
yagasuri,style,meta,false,2178
voice_actor,credit,meta,false,2161
on_person,style,meta,false,2159
suspended_congress,other,meta,false,2144
messy,style,meta,false,2115
blank_speech_bubble,text,meta,false,2106
group_name,credit,meta,false,2096
torn,style,meta,false,2096
dialogue_box,text,meta,false,2080
yes,text,meta,false,2071
tegaki,style,meta,false,2069
phallic_symbol,text,meta,true,2064
39,text,meta,false,2048
konohagakure_symbol,text,meta,false,2039
vocaloid_append,other,meta,false,2036
twitter_strip_game,other,meta,false,2003
scarlet_devil_mansion,other,meta,false,1999
in-universe_location,other,meta,false,1996
novel_cover,format,meta,false,1995
fortissimo,text,meta,false,1992
year_of_the_snake,other,meta,false,1991
sakuramon,other,meta,false,1983
german_text,text,meta,false,1976
livestream,other,meta,false,1974
shinsengumi,identity,meta,false,1964
possessed,other,meta,false,1942
cat_day,other,meta,false,1940
accidental_exposure,other,meta,false,1936
video_game,other,meta,false,1934
pokedex_number,text,meta,false,1933
lyrics,text,meta,false,1917
double_w,style,meta,false,1913
tarot_(medium),format,meta,false,1907
furigana,text,meta,false,1874
giving_up_the_ghost,style,meta,false,1856
pixiv_logo,credit,meta,false,1837
weight_conscious,identity,meta,false,1836
qr_code,text,meta,false,1799
commissioner_name,credit,meta,false,1791
april_fools,other,meta,false,1791
borrowed_design,style,meta,false,1759
flashback,other,meta,false,1754
2014,other,meta,false,1746
manga_cover,format,meta,false,1739
truth,text,meta,false,1738
official_alternate_color,style,meta,false,1737
bad_end,other,meta,false,1734
too_many_watermarks,other,meta,false,1717
character_age,text,meta,false,1692
core_crystal_(xenoblade),other,meta,false,1683
genderswap_(otf),style,meta,false,1670
bunny_day,other,meta,false,1656
androgyne_symbol,text,meta,false,1650
\o/,text,meta,false,1648
circled_9,text,meta,false,1641
poster_(medium),format,meta,false,1639
thai_text,text,meta,false,1639
fake_cover,style,meta,false,1625
square,other,meta,false,1624
bad_perspective,other,meta,false,1622
segmented_comic,format,meta,false,1622
2013,other,meta,false,1621
broken_heart,text,meta,false,1619
comparison,other,meta,false,1611
devil_fruit_power,other,meta,false,1610
ace_of_hearts,text,meta,false,1609
window_(computing),format,meta,false,1603
no_mask,style,meta,false,1598
character_censor,censor,meta,false,1596
historical_name_connection,identity,meta,false,1596
official_alternate_hair_color,style,meta,false,1586
spoiler_(automobile),other,meta,false,1585
no_blindfold,style,meta,false,1577
2012,other,meta,false,1576
cursive,text,meta,false,1574
ready_to_draw,other,meta,false,1570
zun_(style),style,meta,false,1565
age_regression,style,meta,false,1564
french_text,text,meta,false,1564
child's_drawing,style,meta,false,1558
tumblr_username,credit,meta,false,1550
dithering,style,meta,false,1549
soap_censor,censor,meta,false,1546
chat_log,text,meta,false,1539
2010,other,meta,false,1521
crazy,identity,meta,false,1518
before_and_after,format,meta,false,1504
crt,style,meta,false,1492
no_eyepatch,style,meta,false,1490
kine,other,meta,false,1490
sailor_moon_redraw_challenge_(meme),style,meta,false,1487
vignetting,style,meta,false,1485
chaldea_logo,credit,meta,false,1485
bad_food,other,meta,false,1479
height,identity,meta,false,1479
odd_one_out,other,meta,false,1475
hologram,style,meta,false,1474
evangelion_(mecha),other,meta,false,1470
title_parody,style,meta,false,1469
2011,other,meta,false,1465
theft,other,meta,false,1450
kanji,text,meta,false,1448
aestus_estus,other,meta,false,1445
prototype_design,style,meta,false,1444
star_of_david,text,meta,false,1435
easter_egg,other,meta,false,1433
ad,format,meta,false,1429
shiny_and_normal,style,meta,false,1427
objectification,other,meta,false,1414
cd,format,meta,false,1413
logo_parody,style,meta,false,1412
<|>_<|>,text,meta,false,1410
split_theme,style,meta,false,1409
traditional_chinese_text,text,meta,false,1407
spanish_text,text,meta,false,1401
object_focus,other,meta,false,1399
shared_speech_bubble,text,meta,false,1395
facebook_username,credit,meta,false,1377
splash_page,format,meta,false,1375
blind,identity,meta,false,1374
narration,text,meta,false,1365
adidas,identity,meta,false,1362
opened_by_self,other,meta,false,1353
miku_day,other,meta,false,1350
kikumon,text,meta,false,1346
object_in_pocket,style,meta,false,1344
pixelated,style,meta,false,1343
hitodama_print,style,meta,false,1333
drugs,other,meta,false,1332
wall_of_text,text,meta,false,1320
personality_switch,other,meta,false,1317
like_and_retweet,other,meta,false,1316
2009,other,meta,false,1310
sequential,format,meta,false,1301
year_of_the_rat,other,meta,false,1298
otaku,identity,meta,false,1297
symbolism,style,meta,false,1285
merchandise,other,meta,false,1285
age_comparison,format,meta,false,1279
good_end,other,meta,false,1279
omikuji,other,meta,false,1268
copy_ability,other,meta,false,1264
misunderstanding,other,meta,false,1263
height_chart,format,meta,false,1262
heads-up_display,format,meta,false,1260
analogous_colors,style,meta,false,1260
public_use,other,meta,false,1257
blue_outline,style,meta,false,1256
chemical_structure,text,meta,false,1245
bubble_tea_challenge,other,meta,false,1245
rhodes_island_logo_(arknights),credit,meta,false,1235
rounded_corners,format,meta,false,1232
plap,text,meta,false,1230
player_2,identity,meta,false,1227
survey_corps_(emblem),text,meta,false,1225
spoken_food,text,meta,false,1224
scribble_censor,censor,meta,false,1221
...?,text,meta,false,1221
radiation_symbol,text,meta,false,1220
how_to,text,meta,false,1218
middle_ring,other,meta,false,1217
borderless_panels,format,meta,false,1214
4others,other,meta,false,1212
zodiac,other,meta,false,1212
self-harm,other,meta,false,1211
kessoku_band,identity,meta,false,1210
onbashira,other,meta,false,1210
colored_speech_bubble,text,meta,false,1203
st._gloriana's_(emblem),text,meta,false,1201
