name,category,group,explicit,count
dvd_(object),object,household,false,124
too_many_knives,object,tools,false,124
statuette,object,decor,false,124
xtransceiver,object,tools,false,124
sword_hilt,object,tools,false,124
purple_pansy,object,natural,false,123
almond,object,food,false,123
habanero_pepper,object,food,false,123
type_91_armor-piercing_shell,object,tools,false,123
yoshi_egg,object,other,false,123
double_dakimakura_(medium),object,household,false,123
northern_parliament_(emblem),object,decor,false,123
purple_innertube,object,household,false,123
lacrosse_stick,object,tools,false,122
2_fuel_4_ammo_11_steel,object,other,false,122
saucepan,object,household,false,122
excavator,object,tools,false,122
wisdom_cube_(azur_lane),object,tools,false,122
h&k_g36c,object,tools,false,122
half-split_chopsticks,object,household,false,122
sode_no_shirayuki_(shikai),object,tools,false,122
acrylic_stand_(object),object,household,false,122
doubledriver,object,tools,false,121
playstation_vr,object,tools,false,121
snowdrop_(flower),object,natural,false,121
bong,object,household,false,121
anmitsu_(dessert),object,food,false,121
floodlights,object,tools,false,121
yamaha_pacifica,object,tools,false,121
colt_python,object,tools,false,121
hot_dog_bun,object,food,false,121
browning_m1919,object,tools,false,120
red_sheet,object,household,false,120
oversized_plant,object,natural,false,120
dial_television,object,tools,false,120
caduceus,object,decor,false,120
clear_card,object,other,false,120
new_balance,object,household,false,120
glowing_crystal,object,other,false,120
mortar_(weapon),object,tools,false,120
sashimono,object,decor,false,120
eye_chart,object,household,false,120
cruiser_(eve_online),object,tools,false,120
radio_booth,object,household,false,120
strawberry_pocky,object,food,false,120
storm_drain,object,household,false,120
walnut,object,food,false,120
potion_(pokemon),object,other,false,120
field_radio,object,tools,false,120
picture_book,object,household,false,119
wooden_bathtub,object,household,false,119
straight_razor,object,tools,false,119
bun_(food),object,food,false,119
stilts,object,tools,false,119
quilt,object,household,false,119
whammy_bar,object,tools,false,119
renault,object,tools,false,119
ptrd-41,object,tools,false,119
lego_brick,object,household,false,118
rugby_ball,object,tools,false,118
compass_rose,object,decor,false,118
space_sword,object,tools,false,118
harpe_(fate/grand_order),object,tools,false,118
pepperbox_revolver,object,tools,false,118
gunlance,object,tools,false,118
apollo_chocolate,object,food,false,118
fuuma_shuriken,object,tools,false,118
alto_saxophone,object,tools,false,118
horse_print,object,decor,false,118
f-35_lightning_ii,object,tools,false,118
desert_tech_mdr,object,tools,false,118
gasterblaster,object,tools,false,118
roasted_marshmallow,object,food,false,118
m16a4,object,tools,false,117
chain_blades,object,tools,false,117
pitcher_plant,object,natural,false,117
transparent_seat,object,household,false,117
gynecology_chair,object,household,false,117
children's_book,object,household,false,117
mousse_(food),object,food,false,117
cotton_ball,object,household,false,117
recreational_vehicle,object,tools,false,117
sawed-off_shotgun,object,tools,false,117
iphone_11_pro,object,tools,false,117
bird_skull,object,other,false,117
inflatable_flamingo,object,household,false,117
nameplate,object,household,false,116
monobloc_(chair),object,household,false,116
bismarck_(coat_of_arms),object,decor,false,116
ultra_beam,object,tools,false,116
open_poke_ball,object,other,false,116
oversized_spoon,object,household,false,116
clippers,object,tools,false,116
garrote,object,tools,false,116
barber_pole,object,decor,false,116
star_button,object,other,false,116
donburi,object,food,false,116
matchlock,object,tools,false,116
derringer,object,tools,false,116
powder_puff,object,household,false,116
peach_ornament,object,decor,false,115
shoe_print,object,decor,false,115
massage_chair,object,household,false,115
infinity_gauntlet,object,tools,false,115
passport,object,household,false,115
pee_pad,object,household,false,115
dynamax_ball,object,other,false,115
pop-up_book,object,household,false,115
nagashi_soumen,object,food,false,115
perfume_(cosmetics),object,household,false,115
shoe_box,object,household,false,115
clasp,object,tools,false,115
apple_peel,object,food,false,115
drawn_crown,object,decor,false,115
spare_tire,object,tools,false,115
strawberry_tart,object,food,false,115
candy_jar,object,household,false,115
wii_u_gamepad,object,tools,false,114
lacrosse,object,tools,false,114
battlement,object,decor,false,114
bugle,object,tools,false,114
fukujinzuke,object,food,false,114
car_keys,object,tools,false,114
magic_bullet_(e.g.o),object,tools,false,114
epee,object,tools,false,114
stadiometer,object,tools,false,114
magician's_wand,object,tools,false,114
dodgeball,object,tools,false,114
aurora_flower_(love_live!),object,natural,false,114
amazake_(drink),object,food,false,113
tractor,object,tools,false,113
tabasco,object,food,false,113
leaf_fan,object,tools,false,113
totem,object,decor,false,113
ignite_module,object,tools,false,113
old-fashioned_donut,object,food,false,113
chevrolet_corvette,object,tools,false,113
horn_lance,object,tools,false,113
bell_pepper_slice,object,food,false,113
chinese_food,object,food,false,113
refrigerator_magnet,object,household,false,113
rasengan,object,other,false,113
lasso_of_truth,object,tools,false,113
fairy_sword_arondight,object,tools,false,113
food_dildo,object,other,True,113
staff_of_the_scarlet_sands_(genshin_impact),object,tools,false,113
kick_scooter,object,tools,false,113
cat_o-ring,object,household,false,113
chain_whip,object,tools,false,113
mitsubishi_lancer_evolution,object,tools,false,113
toyota_86,object,tools,false,113
dirtbike,object,tools,false,112
yoru_(sword),object,tools,false,112
horn_speaker,object,tools,false,112
playground_equipment_(kemono_friends_pavilion),object,household,false,112
fiat_500,object,tools,false,112
reversi,object,household,false,112
cradle,object,household,false,112
religious_offering,object,decor,false,112
scarab,object,other,false,112
trap_door,object,household,false,112
house_of_cards,object,household,false,112
wheel_of_fortune_(tarot),object,decor,false,112
the_hanged_man_(tarot),object,decor,false,112
is-2,object,tools,false,112
buri_hamachi,object,food,false,112
stuffed_turtle,object,household,false,111
bladeless_fan,object,tools,false,111
sliced_meat,object,food,false,111
flower_swing,object,decor,false,111
sukiyaki,object,food,false,111
porcelain,object,household,false,111
burger_malfunction,object,food,false,111
nutcracker,object,tools,false,111
lobelia_(flower),object,natural,false,111
rabbit_charm,object,decor,false,111
love_potion,object,other,false,111
stump_cover,object,household,false,111
sig_sauer_p320,object,tools,false,111
nambu_type_14,object,tools,false,111
bomb_item_(touhou),object,tools,false,110
gumball_machine,object,household,false,110
hayabusa_(spacecraft),object,tools,false,110
supermarine_spitfire,object,tools,false,110
bubble_filter,object,tools,false,110
arrow_through_apple,object,tools,false,110
sybian,object,other,True,110
hand_saw,object,tools,false,110
justice_(tarot),object,decor,false,110
bell_jar,object,household,false,110
the_hermit_(tarot),object,decor,false,110
taxidermy,object,other,false,110
stargazy_pie,object,food,false,110
soumen,object,food,false,110
dao,object,tools,false,110
thumbtack,object,tools,false,110
nissan_gt-r,object,tools,false,110
five_of_clubs,object,decor,false,110
delorean,object,tools,false,109
offering_leash,object,other,false,109
lego_minifig,object,household,false,109
baseball_base,object,tools,false,109
sarcophagus,object,other,false,109
wet_floor_sign,object,household,false,109
platform_truck,object,tools,false,109
mammoth,object,other,false,109
fruit_on_liquid,object,food,false,109
fig,object,food,false,109
obelisk,object,decor,false,109
armrest,object,household,false,109
double-sided_polearm,object,tools,false,109
armadillo,object,other,false,109
tiramisu,object,food,false,109
metal_gear_(robot),object,tools,false,109
glowing_arrow,object,tools,false,109
dual_drum_magazine,object,tools,false,109
souvenir_doll_(blue_archive),object,decor,false,109
multicolored_gemstone,object,decor,false,109
plaque,object,decor,false,109
swallowtail_butterfly,object,natural,false,109
swinging_weapon,object,tools,false,109
frigate_(eve_online),object,tools,false,109
sea_serpent,object,other,false,109
massage_table,object,household,false,109
yellow_tang,object,other,false,108
yule_log_(cake),object,food,false,108
clothes_iron,object,household,false,108
dead_plants,object,natural,false,108
canoe,object,tools,false,108
ship's_wheel_ornament,object,decor,false,108
mamezara,object,household,false,108
seven_of_diamonds,object,decor,false,108
syringe_holster,object,tools,false,108
chui_(weapon),object,tools,false,108
fish_bottle,object,household,false,108
stuffed_squid,object,household,false,108
black_rabbit_(animal),object,other,false,108
colt_1851_navy,object,tools,false,108
adaptive_combat_rifle,object,tools,false,108
dango_milk_(genshin_impact),object,food,false,108
skull_cup,object,household,false,108
toilet_seat,object,household,false,108
death_(tarot),object,decor,false,108
microphone_cord,object,tools,false,107
beer_glass,object,household,false,107
pilot_chair,object,household,false,107
medium_tank,object,tools,false,107
vsk-94,object,tools,false,107
cheese_wheel,object,food,false,107
stone_torii,object,decor,false,107
pipe_bomb,object,tools,false,107
whirlpool,object,other,false,107
bait,object,other,false,107
wooden_beam,object,household,false,107
chocolate_icing,object,food,false,107
gas_pump,object,tools,false,107
fidget_spinner,object,household,false,107
color_wheel,object,tools,false,107
leopon_(animal),object,other,false,107
amber_(gemstone),object,decor,false,107
kraken,object,other,false,107
robot_fish,object,tools,false,107
tanning_oil,object,household,false,107
tyrfing_(fire_emblem),object,tools,false,107
shroud_of_martin,object,decor,false,107
akabeko,object,decor,false,107
cinder_block,object,household,false,106
r-99_smg,object,tools,false,106
aqua_bag,object,household,false,106
fim-92_stinger,object,tools,false,106
gas_pump_nozzle,object,tools,false,106
cooking_oil,object,food,false,106
block_(mario),object,other,false,106
under_bed,object,household,false,106
moose,object,other,false,106
makeup_palette,object,household,false,106
mistsplitter_reforged_(genshin_impact),object,tools,false,106
pipette,object,tools,false,106
double_driver,object,tools,false,106
liquid-in-glass_thermometer,object,tools,false,105
double_popsicle,object,food,false,105
uh-60_blackhawk,object,tools,false,105
cheri_berry,object,food,false,105
coat_stash,object,other,false,105
the_emperor_(tarot),object,decor,false,105
amenomurakumo-no-tsurugi_(fate),object,tools,false,105
dog_shadow_puppet,object,other,false,105
arquebus,object,tools,false,105
detergent,object,household,false,105
uranus_(planet),object,other,false,104
angled_foregrip,object,tools,false,104
english_flag,object,decor,false,104
lay's_(potato_chips),object,food,false,104
orange_moon,object,other,false,104
sea_monster,object,other,false,104
tape_recorder,object,tools,false,104
metal_ball,object,other,false,104
renault_ft,object,tools,false,104
simple_fish,object,food,false,104
recruitment_bag_(arknights),object,household,false,104
polaroid_camera,object,tools,false,104
gunbai,object,tools,false,104
seven_of_clubs,object,decor,false,104
power_tool,object,tools,false,104
honda_nsx,object,tools,false,104
minor_arcana_(tarot),object,decor,false,104
magic_carpet,object,tools,false,104
meat_armor,object,household,false,104
advanced_ship_(eve_online),object,tools,false,104
potato_wedges,object,food,false,104
tape_censor,object,tools,false,104
grater,object,tools,false,103
mackerel_(fish),object,food,false,103
land_striker,object,tools,false,103
balance_scale_print,object,tools,false,103
pudding_a_la_mode,object,food,false,103
magitek_armor,object,tools,false,103
paper_towel,object,household,false,103
ice_shaver,object,tools,false,103
bitter_melon,object,food,false,103
sea_angel,object,other,false,103
wire_fence,object,household,false,103
matcha_parfait,object,food,false,103
heron,object,other,false,103
argentinian_flag_print,object,decor,false,103
m87_black_hole,object,other,false,103
disembodied_torso,object,other,false,103
carbon_roller_(splatoon),object,tools,false,103
beretta_ar70/90,object,tools,false,103
chocolate_statue,object,food,false,103
the_hierophant_(tarot),object,decor,false,103
splattershot_pro_(splatoon),object,tools,false,103
world_map,object,tools,false,103
movie_camera,object,tools,false,103
beluga_whale,object,other,false,103
purah_pad,object,tools,false,103
chemicals,object,other,false,103
surgical_scissors,object,tools,false,103
m1_abrams,object,tools,false,103
cable_car,object,tools,false,102
love_guitar_rod,object,tools,false,102
shimekazari,object,decor,false,102
tomato_juice,object,food,false,102
purple_moon,object,other,false,102
walrus,object,other,false,102
bent_spoon,object,household,false,102
dragon_fruit,object,food,false,102
three-wheeler,object,tools,false,102
mold,object,household,false,102
h&k_mg5,object,tools,false,102
crux_(constellation),object,other,false,102
rivets,object,tools,false,102
storage_pot,object,household,false,102
beaver,object,other,false,102
leech,object,other,false,102
steyr_iws_2000,object,tools,false,102
h&k_mark_23,object,tools,false,102
as_val,object,tools,false,102
jagariko,object,food,false,102
lantern_(e.g.o),object,household,false,102
heineken,object,food,false,101
cat's_tongue,object,food,false,101
ornamental_weight,object,decor,false,101
okosama_lunch,object,food,false,101
hollyhock,object,natural,false,101
riding_machine,object,tools,false,101
phosphophyllite_(gemstone),object,decor,false,101
rope_train,object,tools,false,101
claymore_(mine),object,tools,false,101
ship_in_a_bottle,object,decor,false,101
budgerigar_(bird),object,other,false,101
sword_cane,object,tools,false,101
radio_controller,object,tools,false,101
needle_(hollow_knight),object,tools,false,101
ma5,object,tools,false,101
glowing_liquid,object,other,false,101
clip_(weapon),object,tools,false,101
stuffed_snake,object,household,false,101
snare_drum,object,tools,false,101
super_leaf_(transformation),object,other,false,101
caloriemate,object,food,false,100
dot-matrix,object,tools,false,100
orbital_frame_(zone_of_the_enders),object,tools,false,100
happy_meal,object,food,false,100
volkswagen_type_2,object,tools,false,100
birdhouse,object,household,false,100
spiral_heart_moon_rod,object,tools,false,100
waving_flag,object,decor,false,100
the_chariot_(tarot),object,decor,false,100
nectar,object,food,false,100
quick_ball,object,other,false,100
turquoise_(gemstone),object,decor,false,100
sploosh-o-matic_(splatoon),object,tools,false,100
rock_cannon,object,tools,false,100
nuka_cola,object,food,false,100
oak_cake_roll_(honkai:_star_rail),object,food,false,100
orange_tree,object,natural,false,100
suzumebachi_(shikai),object,tools,false,100
sliced_cheese,object,food,false,100
bagpipes,object,tools,false,100
dark_repulser,object,tools,false,100
two_of_clubs,object,decor,false,99
mortar_headd,object,tools,false,99
lunch,object,food,false,99
panzer_ii,object,tools,false,99
too_many_balloons,object,household,false,99
cased_tape_measure,object,tools,false,99
napkin_holder,object,household,false,99
catalyst_scimitar,object,tools,false,99
dodo_(bird),object,other,false,99
pink_blanket,object,household,false,99
barricade,object,household,false,99
strainer,object,tools,false,99
rotisserie,object,household,false,99
egg_carton,object,household,false,99
bulldog,object,other,false,99
banister,object,household,false,99
chocolate_fountain,object,food,false,99
canned_fish,object,food,false,99
transparent_butterfly,object,natural,false,99
shiny_rod_(little_witch_academia),object,tools,false,99
six_of_hearts,object,decor,false,99
tomato_(sword),object,tools,false,99
ame-no-sakahoko_(fate),object,tools,false,99
vacuum_bed,object,other,false,98
rickshaw,object,tools,false,98
gladius,object,tools,false,98
sakura_card,object,other,false,98
lychee,object,food,false,98
planted_axe,object,tools,false,98
black_horse,object,other,false,98
f-4_phantom_ii,object,tools,false,98
beehive,object,natural,false,98
antenna_mast,object,tools,false,98
yellow_rope,object,tools,false,98
kitkat,object,food,false,98
m320,object,tools,false,98
flare_gun,object,tools,false,98
squiffer_(splatoon),object,tools,false,98
bindle,object,household,false,98
b&t_mp9,object,tools,false,98
snickers_(brand),object,food,false,98
dapple_dualies_(splatoon),object,tools,false,98
star_color_pen,object,household,false,98
fullbottle,object,tools,false,98
de_lisle_carbine,object,tools,false,97
aim-9_sidewinder,object,tools,false,97
pen_holder,object,household,false,97
pet_bed,object,household,false,97
poop_on_a_stick,object,other,True,97
sloth_(animal),object,other,false,97
shared_handcuffs,object,household,True,97
cheetah,object,other,false,97
polish_flag,object,decor,false,97
lens,object,tools,false,97
arm_bow,object,tools,false,97
lasgun,object,tools,false,97
rolled_up_newspaper,object,household,false,97
ice_block,object,other,false,97
